Time	Ax	Ay	Az	Asum	gx	gy	gz
109	0.15	-0.91	0.16	0.93	-78.21	-55.16	-71.81	
110	0.12	-1.01	0.18	1.04	-78.52	-54.68	-71.57	
111	0.16	-0.97	0.13	0.99	-78.73	-56.03	-72.97	
112	0.13	-0.98	0.16	1.00	-78.70	-55.90	-73.31	
113	0.17	-0.94	0.15	0.97	-78.39	-56.64	-74.51	
114	0.19	-0.98	0.12	1.00	-77.91	-59.06	-77.97	
115	0.20	-0.90	0.13	0.93	-77.30	-61.00	-81.44	
116	0.18	-1.01	0.17	1.04	-76.95	-60.85	-83.04	
117	0.09	-0.98	0.18	1.00	-77.08	-60.62	-84.12	
118	0.14	-0.96	0.19	0.99	-77.17	-61.04	-85.14	
119	0.21	-0.92	0.17	0.96	-76.97	-62.10	-86.77	
120	0.23	-0.96	0.16	1.00	-76.82	-63.11	-88.48	
121	0.14	-0.96	0.15	0.98	-77.12	-63.22	-89.74	
122	0.15	-0.95	0.18	0.98	-77.51	-62.81	-90.21	
123	0.15	-0.96	0.17	0.99	-78.01	-62.12	-90.02	
124	0.11	-0.98	0.20	1.01	-78.62	-58.50	-86.77	
125	0.14	-0.93	0.24	0.97	-78.89	-51.70	-79.71	
126	0.14	-0.95	0.26	0.99	-78.70	-42.62	-70.40	
127	0.07	-0.95	0.26	0.99	-78.42	-33.85	-61.60	
128	0.13	-1.09	0.15	1.11	-78.30	-28.41	-55.90	
129	0.14	-0.93	0.11	0.94	-78.20	-26.77	-54.52	
130	0.04	-0.94	0.12	0.95	-78.15	-22.93	-50.95	
131	-0.01	-0.94	0.16	0.95	-78.30	-19.65	-47.44	
132	-0.00	-1.00	0.18	1.02	-78.11	-16.36	-44.41	
133	-0.03	-0.93	0.28	0.98	-77.33	-13.07	-41.62	
134	-0.02	-0.96	0.25	0.99	-76.73	-10.67	-39.99	
135	-0.00	-0.99	0.26	1.03	-76.47	-9.28	-39.55	
136	-0.05	-0.92	0.26	0.95	-76.25	-7.38	-38.94	
137	-0.10	-0.94	0.24	0.98	-76.51	-5.52	-38.28	
138	-0.09	-0.94	0.26	0.98	-76.94	-3.81	-37.48	
139	-0.06	-0.92	0.25	0.95	-77.21	-2.81	-37.28	
140	-0.08	-0.96	0.28	1.01	-77.30	-1.96	-37.49	
141	-0.12	-0.90	0.30	0.96	-77.05	-0.18	-36.89	
142	-0.06	-0.92	0.34	0.98	-76.75	0.78	-37.11	
143	0.06	-0.88	0.31	0.94	-76.21	-0.29	-40.23	
144	-0.01	-0.91	0.32	0.97	-75.39	-0.89	-44.48	
145	-0.14	-1.09	0.12	1.11	-75.45	1.14	-46.59	
146	0.10	-0.81	0.27	0.86	-75.46	0.58	-49.65	
147	0.01	-0.80	0.30	0.85	-75.39	-2.16	-55.59	
148	0.05	-0.95	0.27	0.99	-75.70	-3.32	-59.68	
149	-0.01	-0.85	0.25	0.88	-75.52	-4.88	-63.66	
150	-0.07	-0.86	0.27	0.90	-75.13	-5.74	-66.79	
151	0.06	-0.95	0.33	1.01	-74.65	-8.12	-71.14	
152	-0.03	-0.77	0.21	0.80	-73.82	-9.40	-75.35	
153	0.04	-0.83	0.29	0.88	-73.45	-11.53	-80.54	
154	-0.09	-0.67	0.19	0.70	-73.32	-11.49	-84.33	
155	-0.07	-0.71	0.18	0.73	-73.52	-10.39	-87.60	
156	-0.18	-0.65	0.08	0.68	-73.94	-8.10	-90.26	
157	-0.27	-0.68	0.22	0.76	-75.14	-4.66	-91.26	
158	0.37	-0.29	0.16	0.50	-76.46	-10.61	-101.04	
159	-0.11	-0.75	0.06	0.76	-79.88	-17.43	-114.40	
160	-0.25	-0.38	-0.22	0.50	-85.22	-39.82	-144.03	
161	-0.34	-0.75	-0.01	0.82	-93.77	-46.10	119.98	
162	0.12	-0.87	-2.99	3.12	-99.27	-42.02	114.26	
163	1.19	-1.43	0.45	1.92	-109.15	-33.83	115.02	
164	-1.89	-1.24	0.33	2.29	-116.49	-53.08	133.57	
165	1.31	-0.75	0.19	1.52	-126.78	-66.52	147.23	
166	1.34	-1.24	-0.49	1.89	-138.09	-74.69	152.79	
167	5.18	-2.61	0.10	5.80	-31.15	-86.81	157.89	
168	-0.62	-0.04	-0.56	0.84	-18.56	-86.54	159.21	
169	1.15	0.36	0.49	1.30	-6.36	-79.17	161.60	
170	1.27	0.81	0.40	1.56	13.75	-67.79	168.58	
171	2.42	0.84	-0.64	2.64	22.48	-58.96	165.69	
172	-0.32	0.11	1.69	1.72	17.14	-63.02	166.60	
173	0.75	0.35	-0.56	1.00	20.72	-63.82	174.18	
174	0.53	1.05	1.27	1.73	24.64	-56.09	170.91	
175	0.67	0.10	0.59	0.90	23.37	-52.38	169.20	
176	0.45	0.34	0.99	1.14	23.75	-49.46	169.18	
177	0.69	0.05	0.34	0.77	22.25	-51.27	170.72	
178	0.79	-0.22	0.73	1.09	18.03	-49.55	169.11	
179	1.00	0.36	0.48	1.17	16.60	-47.72	168.70	
180	0.80	0.11	0.33	0.87	15.41	-43.72	167.89	
181	0.55	-0.25	1.02	1.18	11.41	-39.96	165.33	
182	0.52	-0.01	0.67	0.85	11.82	-40.25	166.94	
183	0.66	0.16	0.62	0.92	12.72	-42.22	167.83	
184	0.76	0.17	0.68	1.04	12.41	-41.83	166.47	
185	0.63	0.06	0.76	0.99	11.65	-41.83	165.13	
186	0.70	0.25	0.60	0.96	12.64	-42.48	164.63	
187	0.66	0.10	0.65	0.93	11.56	-41.45	163.13	
188	0.68	0.12	0.77	1.04	10.49	-40.25	161.96	
189	0.63	0.10	0.72	0.97	10.12	-39.85	161.66	
190	0.59	0.08	0.71	0.93	9.69	-39.62	161.41	
191	0.59	0.10	0.75	0.96	9.51	-39.26	161.24	
192	0.61	0.10	0.77	0.99	9.19	-38.86	160.91	
193	0.61	0.13	0.74	0.97	9.13	-38.92	160.78	
194	0.62	0.10	0.73	0.97	8.60	-39.13	160.39	
195	0.65	0.12	0.70	0.96	8.26	-39.42	160.21	
196	0.64	0.08	0.72	0.97	7.69	-39.55	159.91	
197	0.63	0.06	0.72	0.95	7.21	-39.55	159.64	
198	0.64	0.07	0.72	0.97	6.86	-39.48	159.27	
199	0.63	0.08	0.72	0.96	6.68	-39.35	158.84	
200	0.63	0.09	0.72	0.96	6.59	-39.22	158.59	
201	0.61	0.09	0.74	0.97	6.55	-38.97	158.54	
202	0.62	0.09	0.75	0.98	6.42	-38.57	158.46	
203	0.61	0.09	0.74	0.97	6.47	-38.17	158.45	
204	0.60	0.06	0.73	0.95	6.38	-37.69	158.51	
205	0.61	0.08	0.75	0.97	6.24	-37.09	158.44	
206	0.58	0.07	0.76	0.96	5.96	-36.50	158.23	
207	0.55	0.08	0.77	0.95	5.83	-35.99	158.08	
208	0.54	0.08	0.77	0.95	5.74	-35.50	157.96	
209	0.53	0.07	0.79	0.95	5.60	-35.22	157.91	
210	0.54	0.08	0.79	0.96	5.55	-35.30	157.99	
211	0.56	0.09	0.76	0.95	5.52	-35.45	158.05	
212	0.57	0.08	0.77	0.96	5.38	-35.52	158.03	
213	0.57	0.08	0.77	0.96	5.25	-35.60	158.01	
214	0.57	0.08	0.76	0.96	5.17	-35.58	158.00	
215	0.56	0.07	0.77	0.96	5.03	-35.42	157.95	
216	0.56	0.07	0.78	0.96	4.92	-35.24	157.91	
217	0.55	0.07	0.78	0.95	4.80	-35.07	157.85	
218	0.55	0.07	0.78	0.96	4.65	-34.86	157.79	
219	0.54	0.07	0.78	0.96	4.54	-34.71	157.77	
220	0.55	0.07	0.79	0.96	4.29	-34.48	157.73	
221	0.54	0.05	0.79	0.96	4.07	-34.36	157.65	
222	0.54	0.06	0.78	0.95	3.85	-34.19	157.45	
223	0.54	0.07	0.79	0.96	3.75	-34.04	157.35	
224	0.51	0.02	0.78	0.93	3.42	-33.84	157.22	
225	0.50	0.09	0.79	0.94	3.23	-33.69	156.77	
226	0.57	-0.01	0.81	0.99	2.31	-33.75	156.38	
227	0.57	0.05	0.76	0.95	2.28	-34.08	156.29	
228	0.55	0.00	0.77	0.95	1.75	-34.25	156.00	
229	0.56	0.03	0.81	0.99	1.54	-34.10	155.78	
230	0.58	0.03	0.80	0.99	1.30	-33.83	155.50	
231	0.53	-0.01	0.78	0.94	1.29	-33.73	155.65	
232	0.51	0.03	0.82	0.97	1.25	-33.25	155.52	
233	0.65	-0.26	0.97	1.20	1.66	-32.02	156.47	
234	0.62	0.03	0.89	1.08	0.96	-32.88	156.92	
235	0.39	-0.06	0.96	1.04	0.30	-30.88	158.37	
236	0.44	0.02	0.88	0.99	0.49	-29.78	158.21	
237	0.35	0.14	0.74	0.83	1.12	-29.49	157.56	
238	0.47	0.02	0.92	1.03	0.52	-29.21	157.22	
239	0.55	-0.01	0.82	0.99	-0.22	-29.81	156.89	
240	0.48	-0.05	0.80	0.93	-0.20	-29.99	157.33	
241	0.54	0.07	0.80	0.97	0.35	-29.99	157.30	
242	0.41	-0.01	0.87	0.96	0.44	-29.03	157.41	
243	0.42	0.07	0.81	0.91	1.71	-28.71	157.87	
244	0.37	0.14	0.80	0.90	3.50	-28.22	158.24	
245	0.47	0.15	0.83	0.97	4.28	-27.99	158.13	
246	0.47	0.08	0.82	0.95	3.67	-27.88	157.41	
247	0.44	0.05	0.85	0.96	2.89	-26.90	156.92	
248	0.37	0.01	0.89	0.96	2.15	-25.82	156.43	
249	0.34	-0.12	0.87	0.94	1.65	-26.17	156.07	
250	0.45	0.26	0.88	1.02	5.14	-26.61	155.76	
251	0.59	0.36	0.73	1.01	10.13	-26.48	156.96	
252	1.32	0.73	1.27	1.97	10.71	-28.27	156.88	
253	0.49	-0.10	0.81	0.95	5.79	-30.34	156.42	
254	0.46	0.27	0.69	0.87	7.33	-30.49	157.00	
255	0.42	0.11	0.91	1.00	5.94	-30.26	156.33	
256	0.38	-0.11	0.82	0.91	1.62	-30.05	154.51	
257	0.31	-0.09	0.96	1.01	-0.49	-26.57	152.94	
258	0.39	0.03	-0.62	0.74	-1.76	-27.69	152.08	
259	0.38	-0.01	0.91	0.98	1.12	-28.03	153.42	
260	-0.06	-0.11	1.11	1.12	3.08	-27.40	156.08	
261	0.42	0.11	0.83	0.94	5.76	-27.46	158.96	
262	0.34	0.11	0.83	0.91	4.32	-25.86	158.09	
263	0.52	0.01	0.94	1.07	1.90	-24.60	156.77	
264	0.32	0.07	0.89	0.95	2.70	-23.30	157.23	
265	0.27	0.02	0.90	0.94	1.64	-22.48	156.47	
266	0.33	0.06	0.92	0.98	2.83	-23.02	156.94	
267	0.34	0.03	0.80	0.87	3.98	-24.21	157.87	
268	0.43	0.11	0.68	0.81	3.97	-25.66	157.70	
269	0.40	-0.07	0.98	1.06	5.88	-24.79	158.93	
270	0.50	0.51	0.76	1.04	13.02	-26.63	162.40	
271	0.51	0.44	0.76	1.01	20.35	-28.86	165.35	
272	0.13	0.77	0.51	0.94	32.02	-33.00	168.72	
273	0.38	1.51	0.18	1.57	40.50	-40.53	174.10	
274	0.45	0.83	0.33	1.00	44.84	-45.37	178.81	
275	0.55	0.57	0.73	1.08	47.42	-49.61	-172.22	
276	0.43	0.73	0.36	0.93	53.02	-62.72	-156.19	
277	0.55	0.81	0.25	1.01	54.75	-67.26	-152.14	
278	0.51	0.80	0.19	0.97	54.92	-70.00	-147.85	
279	0.58	0.78	0.29	1.02	53.84	-67.39	-149.72	
280	0.60	0.70	0.24	0.95	50.91	-60.40	-158.67	
281	0.53	0.77	0.28	0.98	49.88	-57.28	-162.50	
282	0.62	0.64	0.59	1.06	47.87	-52.63	-167.48	
283	0.60	0.86	0.30	1.09	49.04	-50.75	-166.96	
284	0.48	0.58	0.59	0.95	44.01	-42.81	-175.34	
285	0.52	0.65	0.67	1.06	38.51	-38.26	178.99	
286	0.44	0.49	0.64	0.92	34.91	-35.72	176.97	
287	0.49	0.49	0.63	0.93	34.53	-34.87	178.74	
288	0.49	0.47	0.75	1.01	34.49	-33.47	-178.67	
289	0.31	0.65	0.66	0.98	34.60	-31.73	-177.26	
290	0.35	0.38	0.79	0.95	34.82	-30.31	-176.46	
291	0.34	0.69	0.60	0.98	36.85	-27.80	-174.56	
