Time	Ax	Ay	Az	Asum	gx	gy	gz
60	-0.09	-1.02	0.16	1.04	-97.91	10.95	-173.33	
61	-0.14	-1.02	0.09	1.03	-95.04	1.43	-165.92	
62	0.12	-1.33	-0.22	1.35	-94.65	-12.85	-152.62	
63	-0.04	-0.82	-0.12	0.83	-94.12	-4.26	-161.27	
64	-0.03	-0.90	-0.04	0.90	-93.63	-14.49	-151.71	
65	0.01	-1.08	-0.11	1.09	-94.44	-22.24	-144.00	
66	0.10	-0.93	-0.08	0.94	-94.43	-36.62	-128.34	
67	0.23	-1.00	-0.07	1.03	-95.41	-50.66	-112.98	
68	0.07	-1.00	-0.02	1.00	-95.75	-63.55	-98.95	
69	0.21	-0.96	-0.00	0.98	-96.61	-71.19	-89.58	
70	0.21	-0.93	0.01	0.96	-97.64	-71.73	-87.62	
71	0.19	-1.02	0.03	1.03	-98.48	-67.90	-90.26	
72	0.23	-0.97	0.03	1.00	-99.35	-66.73	-90.26	
73	0.22	-0.92	0.03	0.95	-100.04	-65.65	-90.26	
74	0.27	-1.01	-0.03	1.05	-100.78	-63.83	-91.37	
75	0.22	-0.99	-0.01	1.02	-101.30	-63.26	-91.45	
76	0.21	-0.97	0.03	1.00	-101.49	-64.95	-89.23	
77	0.25	-0.99	0.05	1.02	-101.66	-67.37	-85.94	
78	0.24	-0.95	0.06	0.99	-101.59	-71.30	-81.10	
79	0.29	-0.99	0.08	1.03	-101.54	-76.51	-75.08	
80	0.24	-0.95	0.09	0.98	-101.31	-83.85	-67.05	
81	0.26	-0.94	0.13	0.99	-78.86	-86.59	-56.92	
82	0.22	-0.98	0.15	1.01	-78.90	-75.56	-45.42	
83	0.19	-0.86	0.29	0.92	-78.32	-60.60	-29.93	
84	0.22	-0.84	0.28	0.91	-77.58	-48.76	-16.82	
85	0.27	-0.98	0.20	1.04	-77.44	-44.51	-11.50	
86	0.17	-0.94	0.17	0.97	-77.65	-41.22	-7.55	
87	0.22	-0.97	0.11	1.00	-77.99	-41.37	-6.86	
88	0.17	-0.93	0.15	0.95	-78.22	-40.22	-4.92	
89	0.17	-0.94	0.16	0.96	-78.49	-38.43	-2.50	
90	0.11	-0.96	0.17	0.98	-79.03	-36.82	-0.45	
91	0.02	-0.92	0.19	0.94	-79.39	-32.88	4.34	
92	0.06	-0.91	0.20	0.94	-79.64	-29.94	8.66	
93	0.09	-0.92	0.21	0.94	-79.98	-28.73	11.91	
94	0.09	-0.92	0.19	0.95	-80.49	-27.22	15.61	
95	0.16	-0.82	0.15	0.85	-80.80	-27.43	17.82	
96	-0.08	-0.91	0.13	0.92	-82.34	-23.89	23.32	
97	0.06	-0.97	-0.02	0.97	-84.46	-28.09	22.74	
98	0.14	-1.16	0.28	1.20	-85.08	-24.74	29.42	
99	0.15	-0.91	0.14	0.93	-84.09	-15.84	41.39	
100	0.09	-0.94	0.34	1.00	-82.51	-7.66	51.82	
101	0.18	-0.79	0.30	0.86	-80.85	-3.54	57.96	
102	0.31	-0.52	0.17	0.63	-79.66	-5.43	56.23	
103	0.14	-0.76	0.18	0.79	-80.59	-1.47	59.48	
104	0.14	-0.56	0.17	0.60	-80.39	-1.16	59.57	
105	0.07	-0.79	0.05	0.79	-82.86	6.92	67.81	
106	-0.10	-0.58	-0.16	0.61	-84.09	19.78	83.71	
107	0.13	-0.69	0.04	0.70	-86.47	46.33	116.01	
108	-0.35	0.01	-0.10	0.37	-84.49	77.98	156.94	
109	0.19	-0.80	-0.31	0.88	-101.79	45.96	-137.24	
110	-0.68	-0.48	-0.77	1.14	-109.57	48.81	-130.56	
111	-1.53	-3.84	0.89	4.23	-123.92	32.63	-120.59	
112	0.50	-2.42	-1.33	2.81	-129.09	50.09	-128.46	
113	-1.06	-1.16	0.16	1.58	-132.44	63.32	-139.39	
114	-2.19	-2.30	0.01	3.18	-139.14	71.42	-146.13	
115	0.64	0.05	0.40	0.76	-152.21	84.01	-157.76	
116	-0.74	-0.62	-0.18	0.98	-162.27	79.80	-155.83	
117	-1.82	-1.07	-0.90	2.30	-168.63	82.90	-155.74	
118	-0.81	0.77	-0.32	1.17	-176.45	80.61	-160.32	
119	-1.16	-0.39	-0.08	1.23	176.92	80.24	-161.02	
120	-1.28	0.83	-0.01	1.53	167.55	79.74	-166.87	
121	-1.20	0.75	-0.08	1.42	165.31	79.54	-167.79	
122	-0.83	0.37	-0.02	0.90	168.87	75.44	-166.99	
123	-0.72	0.34	-0.01	0.80	169.00	75.56	-163.71	
124	-1.03	-0.00	-0.26	1.06	169.87	76.19	-163.08	
125	-1.21	0.02	-0.37	1.26	171.37	75.21	-162.66	
126	-0.94	-0.03	-0.33	1.00	172.98	73.36	-162.60	
127	-0.90	-0.14	-0.39	0.99	174.84	71.45	-161.91	
128	-0.90	-0.21	-0.51	1.06	176.18	70.11	-160.28	
129	-0.98	-0.22	-0.34	1.06	177.08	70.88	-159.77	
130	-0.99	-0.14	-0.25	1.02	177.31	72.26	-159.73	
131	-0.99	-0.10	-0.36	1.06	177.12	72.76	-159.52	
132	-0.96	-0.01	-0.26	0.99	176.70	73.46	-159.82	
133	-0.95	-0.04	-0.25	0.99	176.39	73.26	-159.67	
134	-0.99	-0.04	-0.36	1.05	176.26	72.02	-159.49	
135	-0.98	-0.03	-0.39	1.06	176.42	70.75	-159.50	
136	-0.96	-0.05	-0.40	1.04	176.69	69.89	-159.36	
137	-0.95	-0.04	-0.38	1.03	177.08	69.65	-159.11	
138	-0.96	-0.05	-0.38	1.04	177.36	69.71	-158.81	
139	-0.97	-0.04	-0.36	1.04	177.68	69.99	-158.71	
140	-0.95	-0.05	-0.36	1.01	177.96	70.07	-158.53	
141	-0.96	-0.03	-0.33	1.02	178.16	70.25	-158.36	
142	-0.96	-0.05	-0.36	1.02	178.32	69.85	-157.88	
143	-0.96	-0.06	-0.39	1.04	178.53	69.40	-157.50	
144	-0.95	-0.06	-0.36	1.02	178.81	69.30	-157.26	
145	-0.95	-0.06	-0.40	1.03	178.99	68.79	-156.93	
146	-0.96	-0.05	-0.40	1.04	179.19	68.35	-156.85	
147	-0.96	-0.06	-0.39	1.04	179.40	68.16	-156.82	
148	-0.95	-0.05	-0.39	1.03	179.52	68.12	-156.79	
149	-0.96	-0.04	-0.39	1.03	179.64	68.17	-156.77	
150	-0.95	-0.06	-0.39	1.03	179.80	68.09	-156.67	
151	-0.95	-0.05	-0.39	1.03	179.94	68.05	-156.59	
152	-0.95	-0.05	-0.38	1.03	-179.97	68.10	-156.52	
153	-0.95	-0.05	-0.39	1.03	-179.85	68.00	-156.39	
154	-0.95	-0.07	-0.39	1.03	-179.68	67.96	-156.28	
155	-0.95	-0.06	-0.40	1.03	-179.56	67.83	-156.16	
156	-0.95	-0.05	-0.40	1.03	-179.48	67.76	-156.16	
157	-0.95	-0.06	-0.40	1.03	-179.41	67.72	-156.11	
158	-0.95	-0.05	-0.40	1.03	-179.35	67.69	-156.08	
159	-0.95	-0.05	-0.40	1.03	-179.26	67.68	-156.05	
160	-0.95	-0.05	-0.39	1.03	-179.16	67.78	-156.00	
161	-0.95	-0.05	-0.38	1.03	-179.07	67.87	-155.93	
162	-0.95	-0.05	-0.38	1.03	-179.03	67.81	-155.82	
163	-0.95	-0.06	-0.39	1.03	-178.96	67.80	-155.77	
164	-0.95	-0.06	-0.39	1.03	-178.88	67.76	-155.71	
165	-0.95	-0.05	-0.39	1.03	-178.85	67.76	-155.66	
166	-0.96	-0.06	-0.39	1.03	-178.76	67.71	-155.62	
167	-0.95	-0.06	-0.39	1.03	-178.70	67.72	-155.62	
168	-0.95	-0.05	-0.40	1.04	-178.67	67.70	-155.56	
169	-0.95	-0.05	-0.39	1.03	-178.62	67.67	-155.53	
170	-0.95	-0.06	-0.39	1.03	-178.55	67.64	-155.47	
171	-0.94	-0.05	-0.39	1.02	-178.51	67.65	-155.42	
172	-0.95	-0.06	-0.39	1.03	-178.48	67.63	-155.33	
173	-0.94	-0.06	-0.40	1.02	-178.46	67.58	-155.25	
174	-0.95	-0.05	-0.39	1.03	-178.43	67.60	-155.22	
175	-0.94	-0.07	-0.39	1.03	-178.36	67.56	-155.14	
176	-0.96	-0.05	-0.41	1.04	-178.33	67.61	-155.08	
177	-0.94	-0.04	-0.39	1.02	-178.25	67.80	-155.07	
178	-0.96	-0.06	-0.39	1.04	-178.15	68.06	-155.05	
179	-0.96	-0.05	-0.38	1.03	-178.07	68.44	-155.04	
180	-0.97	-0.07	-0.39	1.05	-177.89	68.78	-155.05	
181	-0.97	-0.08	-0.37	1.04	-177.69	69.38	-155.03	
182	-0.97	-0.06	-0.36	1.04	-177.51	70.18	-155.15	
183	-0.94	-0.09	-0.32	0.99	-177.37	71.20	-155.18	
184	-0.99	-0.05	-0.31	1.04	-177.42	72.44	-155.58	
185	-0.98	-0.13	-0.31	1.04	-177.31	73.74	-155.81	
186	-0.95	-0.03	-0.18	0.97	-177.43	75.86	-157.11	
187	-0.99	-0.10	-0.22	1.02	-177.34	76.92	-158.01	
188	-1.00	-0.06	-0.24	1.03	-177.39	77.54	-159.18	
189	-1.01	-0.02	-0.22	1.04	-177.48	78.19	-160.39	
190	-0.97	-0.07	-0.15	0.99	-177.49	78.92	-161.41	
191	-0.99	-0.01	-0.19	1.01	-177.81	78.86	-161.75	
192	-1.02	-0.03	-0.21	1.04	-178.10	78.51	-162.12	
193	-0.99	-0.05	-0.23	1.02	-178.12	77.95	-162.00	
194	-1.00	-0.06	-0.23	1.02	-178.04	77.75	-161.90	
195	-1.01	-0.03	-0.23	1.03	-178.05	77.85	-161.87	
196	-1.00	-0.11	-0.22	1.03	-177.85	78.04	-161.56	
197	-1.02	-0.05	-0.17	1.03	-177.89	78.53	-161.76	
198	-0.95	-0.02	-0.18	0.97	-177.85	78.34	-162.12	
199	-1.00	-0.05	-0.24	1.03	-177.77	77.70	-161.75	
200	-1.02	-0.05	-0.27	1.06	-177.50	77.10	-161.52	
201	-0.99	-0.06	-0.25	1.02	-177.16	76.94	-161.03	
202	-1.02	-0.07	-0.25	1.05	-176.81	77.23	-160.72	
203	-0.97	-0.12	-0.19	0.99	-176.39	77.88	-160.23	
204	-0.99	-0.08	-0.20	1.01	-176.18	78.85	-160.27	
205	-0.99	-0.07	-0.16	1.01	-176.15	79.98	-160.17	
206	-1.01	-0.04	-0.18	1.03	-176.20	80.72	-159.96	
207	-1.02	-0.09	-0.15	1.04	-176.02	81.64	-159.64	
208	-0.99	-0.10	-0.12	1.00	-175.66	82.35	-159.42	
209	-0.98	-0.15	-0.09	1.00	-175.46	82.87	-158.08	
210	-0.99	-0.08	-0.14	1.01	-175.37	83.18	-158.21	
211	-0.98	-0.07	-0.06	0.98	-175.30	83.80	-158.05	
212	-1.07	-0.12	-0.20	1.09	-175.09	83.62	-157.71	
213	-0.96	-0.06	-0.08	0.96	-174.99	84.33	-157.87	
214	-1.05	-0.07	-0.11	1.05	-174.87	85.02	-157.91	
215	-1.01	-0.09	-0.08	1.02	-174.53	85.68	-157.29	
216	-0.97	-0.11	-0.08	0.98	-174.12	86.25	-156.64	
217	-1.02	-0.13	-0.07	1.03	-173.71	87.20	-156.53	
218	-0.98	-0.16	-0.01	0.99	-173.30	88.37	-156.47	
219	-1.02	-0.22	-0.06	1.04	-172.85	89.49	-156.31	
220	-0.97	-0.17	0.04	0.99	-7.32	88.62	-156.81	
221	-0.94	-0.21	0.07	0.96	-7.46	86.21	-157.15	
222	-1.07	-0.14	0.28	1.11	-6.66	83.33	-157.98	
223	-0.84	-0.21	0.03	0.87	-6.77	82.97	-157.85	
224	-1.05	-0.23	0.19	1.09	-6.28	81.89	-157.42	
225	-0.96	0.07	0.09	0.97	-4.69	82.60	-157.37	
226	-0.96	-0.17	0.13	0.98	-4.67	81.75	-156.82	
227	-0.92	0.01	0.19	0.94	-3.91	80.16	-157.71	
228	-0.99	-0.03	0.21	1.01	-3.35	78.72	-157.83	
229	-0.96	-0.02	0.19	0.98	-2.72	77.61	-158.19	
230	-1.01	-0.05	0.23	1.04	-2.45	75.95	-157.91	
231	-0.94	-0.05	0.32	1.00	-2.24	74.66	-158.26	
232	-0.92	-0.03	0.28	0.96	-2.13	73.82	-158.34	
233	-0.95	-0.03	0.32	1.00	-2.12	73.26	-158.35	
234	-0.89	-0.01	0.29	0.94	-2.08	72.74	-158.21	
235	-0.98	-0.15	0.27	1.03	-2.98	71.96	-156.79	
236	-0.95	-0.12	0.37	1.03	-2.94	70.45	-155.55	
237	-0.94	-0.07	0.32	1.00	-2.59	70.28	-156.00	
238	-0.92	-0.03	0.36	0.99	-2.17	70.40	-156.98	
239	-0.95	-0.00	0.30	0.99	-0.46	71.06	-160.01	
240	-0.94	0.04	0.38	1.01	0.47	71.01	-161.52	
241	-0.98	0.10	0.28	1.02	0.41	70.71	-159.33	
242	-0.94	0.05	0.29	0.98	0.02	70.75	-157.45	
243	-0.97	-0.02	0.31	1.02	0.30	71.15	-159.43	
244	-0.92	0.02	0.33	0.98	0.51	71.63	-161.82	
245	-0.97	0.00	0.26	1.01	1.05	73.12	-165.17	
246	-0.96	0.23	0.07	0.99	2.33	75.51	-169.24	
