Time	Ax	Ay	Az	Asum	gx	gy	gz
172	-0.19	0.09	-1.04	1.06	175.33	10.42	176.58	
173	-0.19	0.09	-1.03	1.06	175.34	10.42	176.58	
174	-0.19	0.09	-1.03	1.05	175.37	10.42	176.58	
175	-0.19	0.09	-1.04	1.06	175.37	10.41	176.59	
176	-0.19	0.08	-1.03	1.05	175.40	10.41	176.59	
177	-0.19	0.09	-1.03	1.05	175.40	10.41	176.60	
178	-0.19	0.09	-1.03	1.05	175.40	10.40	176.60	
179	-0.19	0.09	-1.04	1.06	175.41	10.40	176.60	
180	-0.19	0.09	-1.04	1.06	175.39	10.38	176.61	
181	-0.19	0.09	-1.04	1.06	175.38	10.41	176.61	
182	-0.19	0.09	-1.03	1.06	175.38	10.41	176.62	
183	-0.19	0.09	-1.04	1.06	175.38	10.39	176.62	
184	-0.19	0.09	-1.03	1.05	175.37	10.40	176.63	
185	-0.19	0.09	-1.03	1.06	175.38	10.39	176.63	
186	-0.19	0.09	-1.03	1.05	175.38	10.39	176.63	
187	-0.19	0.09	-1.04	1.06	175.36	10.38	176.64	
188	-0.19	0.09	-1.03	1.05	175.36	10.39	176.64	
189	-0.19	0.09	-1.05	1.07	175.36	10.40	176.65	
190	-0.19	0.09	-1.04	1.06	175.32	10.41	176.65	
191	-0.19	0.09	-1.04	1.06	175.30	10.42	176.65	
192	-0.19	0.09	-1.03	1.06	175.27	10.45	176.66	
193	-0.19	0.09	-1.03	1.05	175.25	10.46	176.66	
194	-0.19	0.09	-1.03	1.06	175.22	10.59	176.66	
195	-0.20	0.09	-1.04	1.07	175.18	10.82	176.66	
196	-0.20	0.10	-1.04	1.06	175.12	10.98	176.66	
197	-0.20	0.09	-1.02	1.04	175.06	11.16	176.66	
198	-0.21	0.09	-1.02	1.04	174.96	11.31	176.67	
199	-0.20	0.10	-1.02	1.05	174.95	11.21	176.68	
200	-0.20	0.10	-1.01	1.03	174.96	11.17	176.68	
201	-0.20	0.10	-1.05	1.07	174.88	10.80	176.72	
202	-0.20	0.10	-1.04	1.06	174.86	10.62	176.76	
203	-0.19	0.10	-1.03	1.06	174.93	10.32	176.81	
204	-0.19	0.09	-1.05	1.07	175.02	10.08	176.87	
205	-0.19	0.09	-1.07	1.09	175.08	10.08	176.90	
206	-0.19	0.10	-1.08	1.10	175.15	10.42	176.89	
207	-0.20	0.09	-1.09	1.11	175.35	11.28	176.86	
208	-0.27	0.06	-1.18	1.21	175.93	13.61	176.75	
209	-0.32	0.07	-1.10	1.15	176.68	18.07	176.47	
210	-0.40	0.01	-0.94	1.02	178.10	21.67	175.88	
211	-0.23	-0.26	-1.09	1.15	-179.49	30.21	174.29	
212	-0.78	-0.47	-2.02	2.21	-176.00	38.06	170.09	
213	-0.88	0.13	-0.48	1.01	-178.35	57.42	164.11	
214	-0.86	0.06	0.05	0.87	178.06	74.48	164.83	
215	-1.75	-0.48	0.27	1.83	178.89	83.81	161.88	
216	-0.18	0.40	0.04	0.44	176.06	73.40	158.77	
217	-1.00	0.20	-0.22	1.04	174.69	77.34	158.21	
218	-0.84	0.17	-0.13	0.87	173.81	80.02	158.78	
219	-0.97	0.17	-0.20	1.01	174.22	81.25	158.34	
220	-0.97	0.11	-0.14	0.98	174.85	82.87	159.43	
221	-1.10	0.13	-0.20	1.12	175.37	84.76	159.77	
222	-1.06	0.04	-0.19	1.08	175.98	86.25	160.54	
223	-1.16	0.01	-0.14	1.17	175.85	89.42	161.48	
224	-1.01	0.14	-0.18	1.04	5.44	85.24	160.52	
225	-0.93	-0.12	0.24	0.97	6.02	79.25	164.76	
226	-0.83	0.17	0.29	0.90	7.80	74.99	166.25	
227	-1.05	0.40	0.20	1.14	10.02	72.27	167.48	
228	-0.79	0.17	0.61	1.02	8.57	68.27	175.42	
229	-0.77	0.17	0.34	0.86	8.53	67.00	177.19	
230	-0.91	0.19	0.32	0.99	8.94	66.37	176.84	
231	-0.97	0.14	0.42	1.06	8.42	65.41	178.53	
232	-0.98	0.17	0.30	1.04	8.75	64.57	179.32	
233	-0.94	0.08	0.38	1.02	8.51	62.71	-178.65	
234	-0.81	0.25	0.75	1.13	9.14	58.68	-176.19	
235	-0.91	0.27	0.48	1.06	10.11	55.57	-175.49	
236	-0.64	0.21	0.65	0.93	10.27	52.12	-174.10	
237	-0.66	0.18	0.62	0.92	10.47	49.36	-173.68	
238	-0.61	0.18	0.73	0.97	9.93	46.63	-173.33	
239	-0.57	0.17	0.65	0.88	9.53	44.92	-173.68	
240	-0.75	0.11	0.76	1.07	9.56	43.14	-173.21	
241	-0.68	0.17	0.67	0.97	8.97	41.03	-172.88	
242	-0.56	-0.06	0.72	0.91	6.25	37.85	-170.63	
243	-0.51	-0.08	0.77	0.92	6.53	36.05	-171.27	
244	-0.54	0.19	0.82	1.00	7.22	33.85	-171.25	
245	-0.51	0.01	0.77	0.92	5.98	32.44	-170.39	
246	-0.45	0.14	0.89	1.00	6.27	29.87	-169.61	
247	-0.46	0.14	0.89	1.01	5.46	28.38	-168.90	
248	-0.39	0.07	0.94	1.02	4.70	27.35	-168.81	
249	-0.30	0.15	0.81	0.88	6.12	26.48	-170.42	
250	-0.30	0.38	0.74	0.89	10.02	27.44	-172.52	
251	-0.47	0.24	0.76	0.93	10.68	27.03	-172.20	
252	-0.37	0.18	0.93	1.02	9.75	26.08	-171.24	
253	-0.40	0.08	0.83	0.93	9.02	25.00	-171.27	
254	-0.37	0.27	0.91	1.02	10.56	23.55	-171.93	
255	-0.41	0.21	0.86	0.98	10.66	22.51	-171.76	
256	-0.33	0.25	0.88	0.97	13.04	21.46	-172.60	
257	-0.29	0.21	0.94	1.01	15.22	20.06	-172.63	
258	-0.29	0.46	0.71	0.89	18.49	18.68	-173.19	
259	-0.23	0.57	0.82	1.03	21.70	17.88	-173.40	
260	-0.25	0.21	0.79	0.86	21.81	17.38	-172.15	
261	-0.17	0.39	0.93	1.02	23.42	18.00	-172.38	
262	-0.26	0.48	0.65	0.85	24.86	18.83	-173.10	
263	-0.34	0.33	0.96	1.07	23.07	19.29	-173.26	
264	-0.29	0.50	0.72	0.92	23.96	18.46	-173.58	
265	-0.23	0.29	0.86	0.94	22.41	16.79	-172.71	
266	-0.25	0.48	0.79	0.96	22.61	15.97	-171.68	
267	-0.30	0.26	0.86	0.95	21.31	16.40	-170.27	
268	-0.23	0.42	0.89	1.01	21.43	16.38	-169.98	
269	-0.16	0.43	0.77	0.90	21.47	14.73	-170.00	
270	-0.31	0.42	0.83	0.98	21.97	15.51	-169.99	
271	-0.21	0.28	0.94	1.00	21.50	17.05	-169.10	
272	-0.25	0.42	0.72	0.87	22.97	18.77	-169.10	
273	-0.41	0.25	0.94	1.06	23.97	22.64	-167.98	
274	-0.39	0.64	0.63	0.98	26.76	24.76	-168.39	
275	-0.37	0.32	0.87	1.00	26.88	26.19	-168.21	
276	-0.44	0.51	0.72	0.99	27.84	28.33	-168.96	
