Time	Ax	Ay	Az	Asum	gx	gy	gz
87	0.03	-0.97	-0.11	0.97	-102.04	12.41	170.09	
88	0.04	-1.06	-0.14	1.07	-102.16	7.60	174.57	
89	0.06	-0.98	-0.13	0.99	-102.28	4.42	178.25	
90	0.10	-0.97	-0.06	0.97	-102.24	3.11	-179.24	
91	0.13	-0.94	-0.11	0.95	-102.65	1.43	-176.42	
92	0.13	-0.99	-0.09	1.00	-102.89	-1.69	-172.31	
93	0.16	-1.01	-0.10	1.02	-103.27	-3.99	-169.01	
94	0.10	-0.98	-0.06	0.99	-103.76	-3.53	-168.32	
95	0.11	-0.99	-0.09	1.00	-104.13	-1.57	-168.63	
96	0.09	-1.02	-0.09	1.02	-103.93	1.52	-169.27	
97	0.02	-0.99	-0.07	0.99	-104.15	8.79	-173.05	
98	0.02	-1.02	-0.18	1.04	-104.31	18.32	-178.10	
99	-0.02	-0.88	-0.26	0.91	-106.26	23.26	-179.18	
100	-0.20	-0.90	-0.16	0.93	-106.81	29.68	177.67	
101	-0.10	-1.01	-0.22	1.04	-108.30	34.27	177.41	
102	-0.15	-1.02	-0.22	1.05	-109.54	37.28	177.99	
103	-0.22	-0.93	-0.27	0.99	-110.03	41.15	176.81	
104	-0.21	-0.82	-0.14	0.86	-110.96	44.59	176.53	
105	-0.24	-0.88	-0.23	0.94	-112.78	46.20	178.37	
106	-0.20	-0.84	-0.23	0.89	-113.60	49.43	179.49	
107	-0.04	-0.72	-0.14	0.74	-114.22	52.02	-178.42	
108	0.01	-0.92	-0.38	0.99	-115.18	50.26	-173.74	
109	-0.19	-0.57	-0.38	0.71	-118.59	49.89	-169.26	
110	-0.04	-0.81	-0.16	0.82	-120.61	48.04	-164.92	
111	-0.24	-0.92	-0.38	1.03	-124.93	45.50	-159.29	
112	-0.08	-0.77	-0.34	0.84	-127.59	43.15	-154.18	
113	-0.28	-0.80	-0.48	0.97	-131.86	38.34	-146.99	
114	-0.11	-0.93	-0.42	1.03	-135.45	37.11	-142.49	
115	-0.03	-1.00	-0.32	1.05	-136.58	38.44	-139.74	
116	0.15	-0.62	-0.33	0.72	-138.30	40.57	-137.65	
117	-0.03	-0.86	-0.42	0.95	-141.44	42.24	-134.95	
118	-0.28	-0.65	-0.65	0.96	-147.19	43.52	-133.18	
119	-0.79	-0.01	-0.94	1.23	-155.93	44.74	-131.18	
120	-0.65	-1.22	-1.91	2.36	-166.01	37.09	-125.26	
121	-0.67	-0.25	0.83	1.09	-163.99	39.13	-124.83	
122	-0.95	-0.42	-1.60	1.91	-165.18	36.71	-122.49	
123	-0.65	-0.44	-0.45	0.90	-159.73	40.63	-120.97	
124	-0.75	-0.37	-0.57	1.01	-156.82	45.16	-118.99	
125	-2.61	-3.30	-0.06	4.21	-162.17	59.12	-118.76	
126	-0.37	-1.52	0.69	1.71	-166.97	69.65	-131.23	
127	-0.76	0.08	-0.20	0.79	-171.41	77.38	-137.48	
128	-1.16	0.06	-0.17	1.18	-174.91	84.25	-144.46	
129	-1.13	0.29	-0.18	1.18	179.23	88.19	-149.17	
130	-1.30	0.27	-0.13	1.34	5.90	87.57	-152.62	
131	-1.16	0.30	0.17	1.21	10.12	82.35	-155.79	
132	-0.96	0.08	0.26	1.00	12.88	76.06	-157.48	
133	-0.67	0.32	0.50	0.89	15.53	69.44	-159.11	
134	-0.80	0.24	0.39	0.92	16.78	63.74	-159.86	
135	-0.86	0.26	0.56	1.06	17.45	58.51	-160.56	
136	-0.79	0.19	0.53	0.97	17.65	54.65	-160.67	
137	-0.76	0.05	0.73	1.06	16.94	50.85	-160.36	
138	-0.62	0.21	0.55	0.85	17.27	48.36	-160.20	
139	-0.61	0.15	0.75	0.98	17.21	45.29	-160.10	
140	-0.58	0.27	0.69	0.94	17.23	43.67	-159.91	
141	-0.54	0.14	0.87	1.04	15.94	42.05	-158.97	
142	-0.61	0.21	0.59	0.87	15.49	42.60	-158.42	
143	-0.72	0.04	0.60	0.94	15.23	42.51	-158.30	
144	-0.66	0.35	0.76	1.06	15.83	43.05	-158.52	
145	-0.68	0.32	0.74	1.06	15.81	42.45	-157.93	
146	-0.59	0.19	0.76	0.98	14.97	40.90	-157.17	
147	-0.59	0.15	0.76	0.97	14.54	40.27	-157.38	
148	-0.60	0.08	0.69	0.91	14.42	39.95	-157.84	
149	-0.65	0.14	0.73	0.99	13.82	40.22	-158.23	
150	-0.71	0.08	0.69	1.00	13.20	40.85	-158.90	
151	-0.67	0.15	0.67	0.96	12.85	41.50	-159.40	
152	-0.69	0.16	0.73	1.02	12.36	42.42	-159.19	
153	-0.70	0.17	0.78	1.06	11.46	42.40	-158.48	
154	-0.67	0.13	0.63	0.93	9.94	42.28	-157.49	
155	-0.67	0.09	0.65	0.94	8.19	41.39	-156.43	
156	-0.68	0.03	0.67	0.95	6.42	40.18	-155.72	
157	-0.63	-0.01	0.70	0.94	5.40	38.85	-155.43	
158	-0.61	-0.04	0.69	0.92	4.48	37.49	-155.43	
159	-0.59	-0.02	0.75	0.96	4.20	35.96	-155.68	
160	-0.56	0.01	0.81	0.98	3.63	34.47	-155.63	
161	-0.52	0.06	0.74	0.91	3.22	33.28	-155.70	
162	-0.60	0.03	0.91	1.09	1.58	31.62	-155.19	
163	-0.63	-0.16	0.74	0.99	-1.06	32.09	-154.30	
164	-0.47	-0.13	0.76	0.90	-1.69	30.25	-154.31	
165	-0.47	-0.11	0.84	0.97	-2.02	27.59	-154.59	
166	-0.42	-0.13	0.84	0.95	-2.20	24.90	-154.99	
167	-0.40	-0.04	0.86	0.95	-1.10	21.60	-155.65	
168	-0.26	-0.12	0.88	0.92	-0.85	17.67	-155.98	
169	-0.23	-0.20	0.80	0.85	-1.48	13.63	-155.87	
170	-0.34	0.06	1.05	1.10	0.33	9.59	-156.07	
171	0.18	-0.13	1.00	1.03	0.59	4.20	-156.14	
172	0.24	-0.12	0.85	0.89	-0.43	2.24	-155.66	
173	0.11	0.04	0.99	0.99	-0.62	0.36	-155.58	
174	0.06	-0.17	0.81	0.83	-0.98	-0.57	-155.87	
175	0.10	0.00	1.10	1.11	1.34	-2.03	-156.10	
176	0.20	-0.11	0.88	0.91	0.95	-2.52	-156.04	
177	0.11	0.03	0.93	0.94	1.87	-1.52	-156.22	
178	0.09	-0.06	0.89	0.90	1.56	0.43	-156.67	
179	0.07	-0.05	1.05	1.05	2.65	4.58	-157.69	
180	-0.20	-0.00	0.98	1.00	2.98	8.70	-159.16	
181	-0.28	0.11	0.78	0.84	2.54	12.20	-159.82	
182	-0.51	0.14	0.75	0.92	2.48	13.67	-160.05	
183	-0.49	0.07	0.94	1.06	2.66	13.20	-160.10	
184	-0.45	0.05	0.95	1.05	3.50	12.52	-159.49	
185	-0.26	0.00	0.91	0.95	3.80	11.37	-158.51	
186	-0.16	0.02	0.90	0.91	4.53	9.71	-157.75	
187	-0.02	0.06	0.81	0.81	6.33	5.41	-157.62	
188	0.05	0.21	1.00	1.02	8.54	2.88	-157.78	
189	0.09	0.06	0.97	0.98	8.07	3.08	-157.97	
190	0.01	0.18	0.96	0.97	8.15	2.78	-157.89	
191	-0.31	0.00	0.97	1.02	5.49	4.28	-157.70	
192	0.00	0.06	0.88	0.88	3.87	5.38	-157.62	
193	-0.05	0.04	0.89	0.89	1.65	6.40	-157.10	
194	-0.21	-0.07	1.03	1.05	-2.14	9.17	-156.67	
195	0.32	0.36	0.84	0.97	0.42	7.27	-157.86	
196	-0.26	-0.02	1.00	1.03	0.39	8.10	-157.80	
197	-0.16	-0.03	0.95	0.96	0.62	8.34	-157.91	
198	-0.14	0.08	0.98	0.99	0.92	8.27	-157.78	
199	-0.15	-0.08	0.93	0.95	-0.51	9.32	-157.28	
200	-0.12	0.02	0.94	0.94	-2.09	8.79	-157.02	
201	-0.16	-0.05	0.90	0.92	-1.84	9.22	-157.31	
202	-0.16	0.02	0.95	0.97	0.01	10.09	-157.89	
203	-0.24	-0.04	0.92	0.96	-0.76	10.24	-157.64	
204	-0.20	-0.07	0.90	0.92	-1.34	10.29	-157.57	
205	-0.21	-0.06	0.90	0.93	-0.74	10.85	-157.78	
206	-0.20	0.00	0.95	0.97	0.72	11.48	-158.24	
207	-0.19	-0.02	0.92	0.94	1.23	11.83	-158.38	
208	-0.22	-0.06	0.92	0.94	2.50	12.68	-158.67	
209	-0.23	0.12	0.94	0.98	5.68	14.37	-159.49	
210	-0.25	0.11	0.90	0.94	7.01	15.53	-160.12	
211	-0.29	0.10	0.91	0.96	7.87	16.60	-160.51	
212	-0.31	0.13	0.90	0.96	8.62	17.38	-160.84	
213	-0.32	0.13	0.90	0.96	8.83	17.90	-160.93	
214	-0.31	0.13	0.90	0.96	8.86	17.87	-160.88	
215	-0.31	0.13	0.90	0.96	9.02	18.09	-160.97	
216	-0.30	0.13	0.89	0.95	9.05	18.08	-161.01	
217	-0.30	0.12	0.90	0.95	9.06	17.94	-161.01	
218	-0.31	0.14	0.89	0.95	8.92	17.73	-160.91	
219	-0.30	0.12	0.89	0.95	8.63	17.62	-160.80	
220	-0.31	0.12	0.90	0.96	8.28	17.55	-160.67	
221	-0.31	0.11	0.90	0.95	7.81	17.46	-160.55	
222	-0.28	0.09	0.89	0.94	7.47	17.52	-160.48	
223	-0.30	0.11	0.90	0.95	7.55	17.68	-160.51	
224	-0.30	0.11	0.90	0.95	7.75	17.83	-160.62	
225	-0.31	0.10	0.90	0.96	7.70	17.91	-160.62	
226	-0.30	0.10	0.89	0.94	7.55	17.73	-160.55	
227	-0.30	0.09	0.89	0.95	7.62	17.63	-160.51	
228	-0.29	0.11	0.89	0.94	7.82	17.81	-160.54	
229	-0.30	0.13	0.87	0.93	8.23	17.90	-160.58	
230	-0.32	0.14	0.91	0.97	8.83	18.34	-160.74	
231	-0.31	0.13	0.89	0.95	9.05	18.78	-160.82	
232	-0.32	0.12	0.88	0.95	9.16	18.92	-160.80	
233	-0.32	0.13	0.90	0.96	9.38	19.01	-160.81	
234	-0.33	0.16	0.89	0.96	9.67	19.33	-160.87	
235	-0.33	0.14	0.88	0.95	9.96	19.66	-160.96	
236	-0.34	0.15	0.88	0.96	10.26	20.03	-161.06	
237	-0.35	0.17	0.89	0.97	10.50	20.23	-161.08	
238	-0.34	0.15	0.87	0.94	10.45	20.26	-161.01	
239	-0.35	0.16	0.88	0.96	10.49	20.31	-160.95	
240	-0.36	0.17	0.88	0.96	10.58	20.46	-160.94	
241	-0.34	0.17	0.88	0.96	10.71	20.84	-160.98	
242	-0.36	0.16	0.87	0.95	10.94	21.05	-161.06	
243	-0.36	0.17	0.86	0.95	11.29	21.68	-161.23	
244	-0.36	0.17	0.86	0.95	11.26	21.92	-161.23	
245	-0.38	0.19	0.86	0.96	11.48	22.02	-161.28	
246	-0.38	0.17	0.87	0.96	11.62	22.48	-161.44	
247	-0.39	0.18	0.85	0.95	11.84	22.86	-161.62	
248	-0.38	0.18	0.86	0.96	12.09	22.94	-161.71	
249	-0.38	0.18	0.85	0.94	12.40	23.28	-161.77	
250	-0.40	0.18	0.84	0.95	12.56	24.07	-161.79	
251	-0.37	0.20	0.80	0.91	13.55	25.36	-162.03	
252	-0.52	0.28	0.80	0.99	14.36	27.87	-162.36	
253	-0.49	0.22	0.80	0.96	14.55	30.78	-162.69	
254	-0.59	0.23	0.83	1.04	14.42	32.96	-162.93	
255	-0.52	0.19	0.70	0.89	14.97	33.20	-163.17	
256	-0.57	0.29	0.84	1.06	15.38	33.70	-163.41	
